0.061307,0.048156,0.024791,0.012512,0.060070,0.061734,0.037411,0.012588,0.011491,0.018312,0.050737,0.046252,0.039098,0.048605,0.013154,0.025769,0.006074,0.051759,0.027251,0.033931,0.055221,0.045175,0.002320,0.005466,0.014852,0.022323,0.021570,0.050027,0.012640,0.010966,0.046244,0.003466,0.018728
0.016142,0.018453,0.020344,0.029260,0.000559,0.058455,0.000569,0.019171,0.060241,0.012067,0.046975,0.010211,0.052867,0.026164,0.008681,0.025142,0.051665,0.041895,0.041470,0.036137,0.046761,0.053111,0.019082,0.035478,0.021091,0.059591,0.057717,0.006730,0.020705,0.023275,0.001007,0.046898,0.032088
0.037613,0.036767,0.044902,0.043708,0.032553,0.001036,0.027572,0.034884,0.008410,0.029834,0.032717,0.034503,0.037488,0.063849,0.010277,0.060117,0.007989,0.030264,0.049219,0.001388,0.028858,0.040447,0.020454,0.017978,0.052413,0.035907,0.013923,0.004485,0.001243,0.048553,0.044821,0.006043,0.059787
0.044901,0.035777,0.000025,0.034411,0.014642,0.014802,0.003765,0.005596,0.025048,0.050373,0.032714,0.046119,0.031688,0.046682,0.038905,0.044744,0.033353,0.038061,0.041908,0.039180,0.020871,0.013239,0.031824,0.044266,0.000794,0.040082,0.008839,0.047918,0.053898,0.014558,0.044944,0.015559,0.040513
0.023345,0.030544,0.001215,0.017628,0.040137,0.036488,0.048256,0.051336,0.050845,0.051879,0.000217,0.018721,0.027665,0.036145,0.002451,0.011703,0.048200,0.031741,0.048929,0.021902,0.033181,0.008158,0.015471,0.032269,0.055776,0.055617,0.025467,0.059980,0.041871,0.022357,0.014446,0.017738,0.018323
0.036568,0.025191,0.009001,0.012069,0.026161,0.025215,0.014817,0.034980,0.017434,0.022687,0.055214,0.020746,0.034565,0.035301,0.044485,0.054055,0.019656,0.052369,0.030366,0.040903,0.026096,0.005417,0.009273,0.011877,0.043600,0.036870,0.052316,0.025695,0.037763,0.015225,0.048341,0.039756,0.035989
0.029754,0.023600,0.030344,0.053588,0.037106,0.031223,0.053450,0.042618,0.051962,0.017714,0.017689,0.047027,0.002477,0.033939,0.031272,0.053277,0.039384,0.004776,0.009291,0.006382,0.001442,0.043426,0.051192,0.054226,0.000054,0.026332,0.030244,0.015775,0.018186,0.038245,0.030509,0.039485,0.034011
0.007080,0.037974,0.039344,0.056923,0.040234,0.063688,0.008673,0.007197,0.034538,0.006739,0.000465,0.047715,0.020246,0.009756,0.051588,0.047649,0.045156,0.036103,0.002917,0.005590,0.014745,0.005740,0.045824,0.049587,0.016971,0.063640,0.055836,0.030071,0.017357,0.060020,0.014084,0.020039,0.036510
0.009173,0.052357,0.027404,0.022458,0.013750,0.037786,0.001593,0.039133,0.032812,0.037905,0.008530,0.029843,0.005646,0.036407,0.032472,0.054847,0.018664,0.042306,0.053571,0.018978,0.035667,0.006938,0.044081,0.017002,0.050890,0.004649,0.048649,0.042271,0.047116,0.011473,0.053963,0.032769,0.028900
0.004263,0.046795,0.002568,0.054252,0.010368,0.023373,0.056591,0.030990,0.020164,0.051485,0.012184,0.053354,0.034822,0.021515,0.004555,0.029703,0.049798,0.024127,0.025146,0.013259,0.031167,0.013066,0.049682,0.053116,0.042754,0.054024,0.030581,0.034685,0.003868,0.034008,0.031993,0.016911,0.034835
0.025501,0.047138,0.017894,0.002855,0.051170,0.026122,0.002572,0.030281,0.032351,0.008971,0.059032,0.038679,0.032883,0.015989,0.050935,0.041578,0.018669,0.016943,0.008369,0.054455,0.044669,0.047818,0.031481,0.030077,0.056659,0.009637,0.015027,0.034735,0.029795,0.026272,0.004400,0.044868,0.042175
0.034819,0.044472,0.016378,0.007008,0.047254,0.029105,0.037008,0.026633,0.000179,0.055594,0.024111,0.011286,0.020869,0.046052,0.052000,0.015839,0.032786,0.007236,0.007632,0.052153,0.006872,0.042000,0.000338,0.019840,0.018017,0.050450,0.033024,0.051578,0.056940,0.056746,0.007256,0.045514,0.043011
