0.032621,0.038553,0.049115,0.044864,0.001534,0.020616,0.047545,0.007021,0.016061,0.044437,0.025796,0.027071,0.045524,0.045213,0.022882,0.004893,0.044479,0.005193,0.017113,0.047539,0.018134,0.036431,0.046337,0.026366,0.046771,0.043053,0.017570,0.046646,0.011892,0.031050,0.019816,0.031798,0.036068
0.061074,0.054507,0.021621,0.035206,0.058729,0.019286,0.043460,0.016354,0.009151,0.053065,0.016241,0.000796,0.022694,0.045595,0.013064,0.036745,0.039480,0.029149,0.011130,0.041890,0.056058,0.049774,0.046111,0.011136,0.003850,0.000947,0.038962,0.051161,0.052937,0.000062,0.010180,0.012648,0.036936
0.069529,0.001819,0.068081,0.034618,0.018618,0.003066,0.018522,0.029881,0.028227,0.000939,0.070944,0.048019,0.004443,0.010789,0.018514,0.004540,0.043437,0.034440,0.035741,0.016529,0.031531,0.060389,0.022776,0.009390,0.019397,0.025931,0.067504,0.056608,0.021719,0.043845,0.042841,0.030961,0.006411
0.048513,0.008790,0.036405,0.038804,0.001544,0.023401,0.036612,0.023312,0.050065,0.002184,0.020272,0.021993,0.031976,0.024372,0.003360,0.040469,0.045345,0.030849,0.027334,0.022569,0.044675,0.006558,0.047307,0.032975,0.034193,0.042031,0.041941,0.018958,0.039958,0.048922,0.036179,0.049368,0.018766
0.039848,0.052990,0.055347,0.058908,0.059832,0.000683,0.020785,0.041931,0.010795,0.053799,0.005053,0.008127,0.009750,0.012336,0.005659,0.014087,0.044082,0.047910,0.019208,0.031349,0.011908,0.051868,0.051567,0.053522,0.027739,0.014662,0.034197,0.034172,0.007540,0.016820,0.040039,0.058298,0.005191
0.017352,0.018338,0.061395,0.004296,0.030665,0.004843,0.028415,0.049480,0.053047,0.048584,0.005468,0.052027,0.036100,0.046435,0.012507,0.020624,0.054565,0.004197,0.064320,0.052577,0.026584,0.012497,0.031714,0.014260,0.055717,0.017308,0.052244,0.015747,0.019721,0.044201,0.001504,0.020652,0.022617
0.046702,0.019092,0.022447,0.012653,0.029564,0.036020,0.001953,0.036609,0.044753,0.050744,0.037992,0.014275,0.041727,0.005839,0.013786,0.043803,0.002256,0.048701,0.007493,0.056707,0.018826,0.021086,0.046437,0.018752,0.028388,0.049019,0.055349,0.041364,0.022016,0.028924,0.053271,0.034811,0.008640
0.010173,0.052717,0.024544,0.022785,0.064017,0.012067,0.014156,0.022236,0.032753,0.009648,0.045767,0.042319,0.024337,0.018479,0.017232,0.000046,0.063296,0.006319,0.003045,0.068660,0.062309,0.054086,0.063099,0.000885,0.000557,0.031901,0.003732,0.062680,0.050600,0.041102,0.021396,0.003015,0.050041
0.026173,0.052990,0.025406,0.003282,0.005408,0.027341,0.039072,0.046685,0.043253,0.030012,0.017034,0.036284,0.032037,0.022674,0.023916,0.009198,0.052130,0.041936,0.014700,0.047118,0.039212,0.006672,0.021287,0.046409,0.028355,0.035314,0.038659,0.000325,0.003141,0.053770,0.037393,0.044259,0.048557
0.032648,0.044208,0.020549,0.026668,0.043296,0.029969,0.016049,0.020714,0.014531,0.022709,0.008288,0.047125,0.043423,0.031437,0.025339,0.046823,0.001449,0.046347,0.041948,0.024464,0.028084,0.047221,0.047027,0.024991,0.044471,0.032335,0.036097,0.003935,0.033776,0.035205,0.047217,0.013271,0.018385
0.012622,0.035173,0.025073,0.039560,0.021883,0.050665,0.007584,0.054363,0.049990,0.026376,0.038814,0.023248,0.023687,0.000584,0.052181,0.049294,0.040679,0.001540,0.033076,0.028868,0.033176,0.015829,0.034771,0.011250,0.023715,0.004551,0.040054,0.026133,0.053396,0.045045,0.035901,0.012288,0.048629
0.055593,0.042935,0.055614,0.034211,0.056078,0.026120,0.042672,0.004093,0.015822,0.042155,0.038194,0.018392,0.034188,0.028428,0.012059,0.039718,0.026578,0.002841,0.003617,0.018518,0.009736,0.043218,0.007813,0.038574,0.053266,0.036971,0.014789,0.049175,0.048323,0.039948,0.029958,0.015165,0.015237
